Rank,Wallet Address,Buy Count,Sell Count,Total Buy SOL,Total Sell SOL,Net SOL (Modal),Sisa Token (Net),Realized Profit USD,Balance,Tags
1083,54KCBsFawxZ5rLZSSUcEhgWjhPY9QvudZ29BDtWBFntk,0,1,0.0000,0.2736,-0.2736,-607063.10,0.00,0,""
1084,5KyJZ1t5ZXHT2PmkrRRV8vzfxHBokfDbkigwL1RZFF5X,0,1,0.0000,0.2750,-0.2750,-400054.17,-60.22,0,"axiom"
1085,5GWSHm3CDmt6QGH1qv9jRhjZZ8aJqXGsyekcuzgTfKcF,0,1,0.0000,0.2753,-0.2753,-302703.29,-27.47,0,"fresh_wallet"
1086,3tKopzafRUGDWFQJRoNyD5ibJmTcm3x4ZUHfPHJkMNdH,17,1,0.0167,0.2927,-0.2761,-406982.55,13.57,0,"axiom"
1087,5jLrwo8HPxM4hULBnehrvZBpKfBHs4dthRPwsts5CH9a,0,1,0.0000,0.2792,-0.2792,-213459.26,20.34,0,"axiom"
1088,CKhELde8PAoewGRaUxDUTcvdQjd25x1GywVCssDHWTtN,0,1,0.0000,0.2819,-0.2819,-314526.83,-18.44,0,""
1089,2NnbFMa7wK1qG5iPb5cfVidCg74WXFPqknmgd4D5xffJ,0,1,0.0000,0.2837,-0.2837,-641144.98,-951.29,0,""
1090,J6ExxvTDRaMe6Yh2YMKFbeYxJM2dWSgaBMU85rxcyiTm,0,1,0.0000,0.2892,-0.2892,-267859.99,-150.58,0,"trojan"
1091,G2aZ6e8QNnMmgCz3nmC1591dYYdPMcUBcYdwjQ12VM5W,2,1,1.3282,1.6190,-0.2908,3753.05,25.80,0,"trojan; gmgn; axiom"
1092,D2oYJTcRiXeH4TsAWqLkKAvMZvBU6LCHMoLuMNeJB2CR,0,1,0.0000,0.2922,-0.2922,-223518.46,295.53,0,""
1093,DmcSumpjG4G6MiH9AikWnfrJfEoC2jmxqeZHu6wHeEtn,0,1,0.0000,0.2952,-0.2952,-696918.53,-42.15,0,"fresh_wallet"
1094,U1AWHasTSC4BhQYv9bEDabxDg5Rrvcht6ripf4ugnZu,0,1,0.0000,0.2959,-0.2959,-291112.39,-29.71,0,""
1095,9XoGtK6zELmiojc6TtMtxStws9hnwJWu5Mjuv2FiJmQX,0,1,0.0000,0.2975,-0.2975,-222231.44,-306.47,0,""
1096,5TRNcd1rDbFHwbT8KAp4c46cFUaKE64EyvV2jkK88rMR,0,1,0.0000,0.2977,-0.2977,-608236.04,-140.14,0,""
1097,FG6Fb43xyj2cYJQKz36FHpSyL6dz8bkX6encEMYH63cb,0,1,0.0000,0.3022,-0.3022,-205042.91,-58.28,0,""
1098,71zzqkRJU9rEKgssRzocQM6rBiMwEJFAbq2idF5E1CCC,0,1,0.0000,0.3150,-0.3150,-213303.63,-56.09,0,""
1099,GgoFKM4k4T6FutjX266xhuwJSeGKn1KkrFYqV6SDQ4zB,0,1,0.0000,0.3162,-0.3162,-555452.67,218.02,0,"trojan"
1100,6ZzaGBPMdre9L2GWnWhNH6ytjGUohzwduiBdG2PL9uyX,2,1,0.1983,0.5226,-0.3244,-450771.24,980.95,0,""
1101,BDV82uazTmgziqyQDb3QgHu32fDLu3e4WvGEPNUuPSjE,1,2,3.4306,3.7559,-0.3253,-3047554.62,1817.82,0,"diamond_hands"
1102,7cFnR5ZkCoeCr7iKoE3XXSnsbViytXNRPTpr9RvrV8TQ,0,1,0.0000,0.3260,-0.3260,-394965.90,-56.24,0,""
1103,J74Y7Cm7ndsntKmEKALz5WrAaTXL8GVfXv8RFSf8htnW,3,10,0.1877,0.5172,-0.3295,-500117.84,53.76,0,"paper_hands"
1104,ASf6WtTfcXGgmN55moSdgq1nTXyEujJkH6aQiXw9doeT,0,1,0.0000,0.3483,-0.3483,-817246.78,-54.47,0,""
1105,A4SsM9soi3B7jdnMyYzUPebZkCSHM8a3XWjncu7Y4t2G,0,1,0.0000,0.3495,-0.3495,-560831.44,-138.17,0,""
1106,EV1DzUAJoRyDRfR4anmqtKDQ5qHSLFkMsjuZZHKDhJ3b,1,1,0.2531,0.6046,-0.3515,-581020.29,-744.31,0,""
1107,6QyBAjTdRzLPNWeaqgzdkLCDmgc61pVXSwUqhbRB3Yzi,0,5,0.0000,0.3538,-0.3538,-253821.10,-19.72,0,""
1108,HsN34MCZARYdmthaxpjbuy5qL6ChwyzSHQAhF4ti5GCe,0,1,0.0000,0.3538,-0.3538,-824955.32,-53.94,0,""
1109,9dW7y6yWSHuk2HCS2keR14h2NyhKPKnz5CTMC9SMdX45,3,2,1.0486,1.4025,-0.3539,-975855.78,-12.58,0,"paper_hands"
1110,7bGiZTnWdXpXCFxeyWMXrSupcf5df5fyoayVpV32mriM,0,1,0.0000,0.3556,-0.3556,-478863.37,-345.33,0,""
1111,2Ww3xnnpB9t3m8UTWkGU15RnjUML2R8ak3hLpeC49DhL,0,1,0.0000,0.3587,-0.3587,-828509.65,-53.31,0,""
1112,Ar2Y6o1QmrRAskjii1cRfijeKugHH13ycxW5cd7rro1x,3,3,7.2610,7.6210,-0.3600,0.00,958.73,0,"bundler; paper_hands"
1113,HYDkdn659rbz6Fu88dsNiLqn6sMyZvhhgGTfw917TXYN,0,1,0.0000,0.3633,-0.3633,-306057.29,9.96,0,"gmgn"
1114,EfWNSYtKWpiXYQhLSZXsCktN5iviBnxMcN24B7fByA9f,0,1,0.0000,0.3670,-0.3670,-826142.23,-52.89,0,"fresh_wallet"
1115,6kJtKxep4MURf2hNQDZRgVEDGfn9NpAFFPHM4s4QbVyL,0,1,0.0000,0.3703,-0.3703,-561738.81,-155.04,0,""
1116,FNeWqwRxZGFbBy9ArGhD3pt4ypGbCCdfFNwuaNtxDgNA,1,1,0.3693,0.7423,-0.3730,-493107.57,-4620.13,0,"diamond_hands"
1117,8kBS1bdSP5Y1nWUHeQmbu3qAGX9ezpsEACeodat3ktrr,2,2,2.1783,2.5513,-0.3730,-385098.41,72.64,0,""
1118,5WW8iJt31wLTNGdTbHB87qKKJGSQUzCSmYUh9SrRyCzA,0,1,0.0000,0.3740,-0.3740,-569995.11,0.00,0,""
1119,HbVFYtAFoXNDTHurSQ9Z4eXpVsfV6RT3fUccchZSpcPi,0,1,0.0000,0.3770,-0.3770,-502815.47,-139.09,0,"padre"
1120,Eg8DmxN1gxuGqNemt8qw2xPEanXtBhPxZE7KkY9NPLuo,0,1,0.0000,0.3839,-0.3839,-845476.01,-51.93,0,"axiom"
1121,9bh68CX7yQ4bKBZdYqkWxS5WPzAMCyA7bJaFFddwbMZd,3,3,1.8996,2.2856,-0.3860,0.00,56.09,0,"smart_degen"
1122,Btb4ZBQY1q2EKCYwDHj6RYs9T7tY76R51qsoC3BaKswd,0,4,0.0000,0.3866,-0.3866,-730124.18,-116.65,0,""
1123,CjrPzFFUg1H2JQKqyRJT8caiF9vRrddYCrjBf4NmMzzL,0,1,0.0000,0.3938,-0.3938,-300032.42,0.00,1.419333,""
1124,J2n8Fy3Cn8F6NF9N52ALCyrMYGR6B4RYhdr6YZQNw5fR,0,1,0.0000,0.3958,-0.3958,-398947.25,194.19,0,""
1125,8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,0,3,0.0000,0.3979,-0.3979,-594943.71,0.15,151992.027979,"sandwich_bot; bluechip_owner"
1126,9wKazhsoVbe9KA7TJSfBG4csgxD6yys7mamzmbid32BC,0,1,0.0000,0.3979,-0.3979,-836292.92,-1.58,54606.906036,""
1127,Crffzv9SgLcL77vEqJnLHc3WKDdTpLVZ4cLKB9dXnLu9,0,1,0.0000,0.4005,-0.4005,-354345.48,-84.00,0,""
1128,2sqT5sTVH59mTwzbiiUZtqi4ehqc5Jpan8CfpGfh4VtC,1,2,0.4901,0.8997,-0.4096,-530517.98,-24.86,0,"axiom; diamond_hands"
1129,HRb4jGe92VcnVDSUr1Uduo3QiiLvK4oxtSmx1pGypdKK,4,2,1.3265,1.7383,-0.4118,-656102.44,536.84,0,"paper_hands"
1130,Bsfp5rGC1oH6pLFHgKjDQemrutKRcKPzvD4Fe6nd2iHr,0,1,0.0000,0.4129,-0.4129,-781785.71,1.17,0,"fresh_wallet"
1131,RaVenxw8kykBbW7KGBaBsb7fDkkBYK4uJVDSFun6ZxR,28,28,8.7729,9.1878,-0.4148,136049.84,981.57,0,"sandwich_bot; smart_degen; bundler"
1132,4R85dXN4n4U5yFdDGbk85QTEaRMTBwcsRGZ1Pq5gXUzQ,0,1,0.0000,0.4159,-0.4159,-810779.00,-10.34,0.398258,""
1133,A2HL7A5rGyKHWohL4KnD2U2ZH9G6fzK6fGDAmUC1Xyyd,0,1,0.0000,0.4185,-0.4185,-784780.88,-108.38,0,"bullx"
1134,FUNoLfDTjfhCzsHo4TvRB7gjKDsJhjEziP8xvdPQUak1,1,1,0.1181,0.5455,-0.4275,-717681.11,-192.03,0,""
1135,F4YDGgZHBqhnHLu7udGSxXWszYFrcgTbNBR6Zvyvz66z,4,3,0.5246,0.9554,-0.4308,-1221227.07,-735.13,0,"paper_hands"
1136,7mcZWuqppLZhSHShZp4eK1vsquTKTU4YyrhHEv4xnY2o,0,1,0.0000,0.4321,-0.4321,-796690.40,-9.11,796690.403377,""
1137,2c5jGvG6LFciNitPVms7NRr8BmF3frmkZco9zdS4A1Z5,19,9,14.8786,15.3170,-0.4384,-2696309.39,254.49,0.00022,"axiom; paper_hands"
1138,EDixFvD6mukR5hdSvheitzwqxe5e8KXpgH5aLnKeWKcN,0,1,0.0000,0.4403,-0.4403,-640000.00,-94.75,0,""
1139,6nFfpBeAYrLkyRayXSFu1oMTosGV5wWoQbv7zMzQwSvR,0,2,0.0000,0.4422,-0.4422,-361509.48,0.00,0,"gmgn"
1140,9jdD548iDMGmVHE4oH8owmgp8tZTFJ2jcAS7A1uGyooj,1,1,0.0543,0.5012,-0.4469,-925455.51,-8.09,0,"paper_hands"
1141,FdhLgPVV9eT7LEEXonQx4TjmpoASH7qqiaG3bq7ETaYX,1,1,0.2990,0.7476,-0.4485,-753066.38,-2.75,0,"top_holder"
1142,9YtZ5uNjPve4LEUNVRGxDkf3nAQGMLkesMeGGtzCShuv,2,2,0.9131,1.3683,-0.4552,-923607.46,-291.30,0,"gmgn"
1143,CiUw5DDNtaCCvMReCpg7eDF13yWafKqGdQRyju5FUibu,0,1,0.0000,0.4578,-0.4578,-902020.32,-216.95,0,"gmgn"
1144,2fYLBpy4oCkxcaGevdujxznj3eb518pqXXCU1z8by1gq,0,1,0.0000,0.4648,-0.4648,-466754.63,-36.09,0,""
1145,EtD94GmutBh7YR19BfkYtdcmRN1dUaQRcsTKSwWVHU5n,8,5,2.5317,2.9966,-0.4649,-1033568.49,62.83,0,"paper_hands"
1146,95yMJ1wah4keVP4wiQvyhMhvn6zn1v9gjXFPBKJmAGiw,0,1,0.0000,0.4694,-0.4694,-747407.24,0.00,0,"gmgn"
1147,9VpcbcUzf7wNHqyNSgt8uEibVSWFY6oRGz2TMb4aUs8Z,0,1,0.0000,0.4835,-0.4835,-721961.12,-1006.73,0,""
1148,3U9ZJEmXywMCn7eNhe3haDHg2zCVNKrADK7w8gSEef5W,0,1,0.0000,0.4849,-0.4849,-643296.28,-44.14,0,"gmgn"
1149,EUJm5LjfH9ZtGpfKua3Tcjx5xPDvMLQhuJoP8CNZZQ47,0,1,0.0000,0.4897,-0.4897,-896950.63,-354.70,0,""
1150,AJoWgioP85GqZ88xaFJZGBT9sTQx8baFJueVcN2Pmin7,1,1,0.1079,0.5978,-0.4899,-774359.21,1.62,0,"gmgn; paper_hands"
1151,2wnESFLN3u6VkdZsNZBjat92pxXPN8b5hBDAv9qYsZ7D,0,1,0.0000,0.4945,-0.4945,-798670.60,-44.12,0,"padre"
1152,4ZQzs4CyFcVJQDwHyYtoK7kznPhiwUveaJtS5rymd8HJ,0,1,0.0000,0.4946,-0.4946,-739254.42,1989.15,0,"padre"
1153,FWDtfatcVRPChY73tkpDr99wEwdDv5moR6gitqq6s6aL,0,1,0.0000,0.4961,-0.4961,-345339.33,0.00,0,"paper_hands"
1154,xK85jgnYjRGKLWNUCPja3chnWvLDi7HhQUhVmaaNnQN,0,1,0.0000,0.4974,-0.4974,-335623.80,22.27,0,"trojan"
1155,5kJvhDvZwit44mP9eSaQAgVhzdsehhVjDBVjuHDN8re9,0,2,0.0000,0.5015,-0.5015,-678418.55,-682.65,0,"fresh_wallet"
1156,GAKBzRzZShU54rJSVQw9bHdDMCc9bZfwtx5sYEgAqZBs,0,4,0.0000,0.5071,-0.5071,-475704.14,-83.53,0,""
1157,F2ka6qTfnStp8XFXnJpFVFKZsn1DkruW8PnLV8iMjwNS,0,1,0.0000,0.5072,-0.5072,-1109842.81,-60.25,0,"fresh_wallet; padre"
1158,BdvrZpHdBXA5ucNTtqXHRCYU8cu8xEkrjwVgy3er24UP,2,2,0.7079,1.2181,-0.5102,-571893.60,31.96,0,"paper_hands"
1159,2tgUbS9UMoQD6GkDZBiqKYCURnGrSb6ocYwRABrSJUvY,31,35,6.2246,6.7389,-0.5143,-641138.78,249.54,0,"trojan; bundler; paper_hands"
1160,CthaBBMyXGRYTwst43fip221iM5Sw62cFyJqGpwYaDbZ,0,1,0.0000,0.5198,-0.5198,-1003425.58,-37.92,0,"gmgn"
1161,EA8xcpAiwkb5kts1EmzeyqhEjxJP294Fq5G7UxdWngzK,2,2,0.1338,0.6631,-0.5293,-838777.69,200.30,0,""
1162,9UF8L5oLMycj6e7VRmBWpMyhQdyKrgActUmktM9QNffj,2,3,0.2389,0.7684,-0.5294,-1013251.74,-70.50,3001739.329391,""
1163,5gGvXRMqGDABhZB8FksGE9m8qbGDsyZi1wEuUXqk9cCn,0,4,0.0000,0.5299,-0.5299,-1018892.12,0.00,0,"paper_hands"
1164,HSeMghgKw7x1hYWTKSG2cXvfaGTXRqTXos72YSTscuj7,0,1,0.0000,0.5338,-0.5338,-961774.74,-203.19,0,""
1165,2LXT3xrEK8st1Q2Cnq65MFAq7fyuZ5Z1wwka6WTmDVUX,0,1,0.0000,0.5346,-0.5346,-773384.77,-173.82,0,""
1166,H2xdRWrXbE4QNSZFpJUbUKTdhUZRFdiUQ2FYSLswVAmb,0,1,0.0000,0.5593,-0.5593,-875307.19,0.00,0,"gmgn"
1167,DrtcR3M4j2SK3ha8ihpehfqCes8aLhaASd7BJMJxqb5T,6,10,0.3793,0.9571,-0.5778,-529648.84,28.01,0,""
1168,57f5s5f9Mt1xFvjnJfvRz5zg5LATrVoBUjfHF4PQFzYH,0,1,0.0000,0.5783,-0.5783,-573108.47,-49.55,0,""
1169,A2UF6Qs9CqW15Ng481yAoLAZPF57VwJiZQPvGpT8RTQp,0,1,0.0000,0.5886,-0.5886,-1303931.11,0.00,0,""
1170,2pK3HBijVJsbfz2nCyNbEvN43KwA9Sie5xov9K7tiH7v,0,1,0.0000,0.6076,-0.6076,-603874.43,95.50,0,""
1171,6QhuhZUzk4dACKxKYodtQbN3TrVnC7vHiF9FQhSySvEb,0,1,0.0000,0.6111,-0.6111,-816629.27,-2134.98,0,"bundler"
1172,AbD6xdXCisLV2ZhjBNC7GPnUvvbDrQMvq2PWoSdbHLVu,0,1,0.0000,0.6135,-0.6135,-891175.34,-75.47,0,""
1173,Gsqc6oEUDtLVivUnBCvRTBmbVbtz8qf5fFT8PmCqLmSC,0,1,0.0000,0.6270,-0.6270,-534388.70,-84.45,0,"fresh_wallet"
1174,BsHDfvEdMt9NCk7GBFiBj5F8xzmRhg1XBA6pWDnRjETc,3,2,1.3575,1.9867,-0.6292,-643894.01,404.93,0,""
1175,Dd5SApUhbx8duukubWvMmzz6iB4wNSyx8Y41xSEMU46T,0,1,0.0000,0.6335,-0.6335,-1180579.78,0.00,0,"paper_hands"
1176,3s8DBPRzUkrsGqGfWwUJETx4krmjbEd4tFu3XyG2ftjn,0,1,0.0000,0.6530,-0.6530,-1462865.57,-82.28,0,"padre"
1177,HKULiBvm8EsGy2BPzV53NzdxHMyQjzyaB9YUi7ZPciGK,0,1,0.0000,0.6585,-0.6585,-1740182.63,-112.01,0,"fresh_wallet"
1178,Go8T1tsB4FME28yY8t1mbq7Tr2437VaFpwg8WqmHHsKD,0,1,0.0000,0.6660,-0.6660,-1020573.04,-309.10,0,"fresh_wallet"
1179,D81c9u17oc3vdb3zBurqvYHXGc7GhqwKMbUaUHjLeogU,0,1,0.0000,0.6676,-0.6676,-1741470.36,-111.70,0,"fresh_wallet"
1180,Hz3agZQdxtivqz4T6Y6Cgj724oQougRUn4hQao5ydM86,0,4,0.0000,0.6687,-0.6687,-1206518.13,-204.08,0,""
1181,Bkqq4U3SLK7atxrgriQwriwVHmPLbcpUZbNHbocEoUKF,0,1,0.0000,0.6806,-0.6806,-475972.27,19.43,0,""
1182,A8wvcMQDhK3Lch56pfu622LfJcv1deYqEZHoUPWGXD1h,1,1,0.1469,0.8533,-0.7064,-1377219.87,-10.75,0,"fresh_wallet"
1183,A3P3sTaWVde8o8FNHnAzFzkjENioNAs2JdpBwBVct2er,1,1,0.0113,0.7178,-0.7064,-1295884.41,-298.58,0,""
1184,Dfevpn87Zyamqb5bBLUG6HY2bxkyYvtZNmzxagZqpth,0,1,0.0000,0.7262,-0.7262,-729241.01,-147.20,1015989.992452,"gmgn"
1185,FTksSwnArNVBAtTvuSYZ94NW19YMFk5iELQJZkH86Y8J,0,1,0.0000,0.7301,-0.7301,-500000.00,-60.64,0,""
1186,GEXNn63G7g9ePZLyfQKAd6AVU3y6WxGL8HbmiskWia2i,6,2,1.6173,2.3496,-0.7323,-1701062.61,-119.27,0,""
1187,3MmSFxDSC3b4WjMgXVeyVD2buRcZMjZTsSoQojMCvEYH,2,3,3.0100,3.7486,-0.7387,-1161057.55,257.12,0,"trojan; paper_hands"
1188,DFvz6p9bBbt2op62sN4zYS43Hf6P9ExqJfjd3tp5vALh,1,2,1.9802,2.7189,-0.7387,-1322495.93,329.20,0,""
1189,JDnVpHmceNfENDFuR8VpgnsBqMq6CwyYRnbdT3wg2aUQ,0,1,0.0000,0.7440,-0.7440,-1646219.64,-91.71,0,"padre"
1190,3LDdZk5wPJVX3ZrR2LGrcG1HpEtCMAHS4Ru7nQjinf7X,0,1,0.0000,0.7450,-0.7450,-730563.95,-102.97,0,""
1191,AytzskeSi4Nk1CCZhyNfshhUDyJsneGccTpYDrTj3wiv,0,1,0.0000,0.7486,-0.7486,-1186598.18,0.00,0,""
1192,AKgPJAzQWyd2YSon2RriqRD9qTwfxwFirCQPWYZLgkPP,2,1,0.5732,1.3299,-0.7567,-1015266.02,-923.60,0,""
1193,3XkDY8oySiz68Es8XcKx8RGVvJngHNazfMYLzNFqRyrx,0,1,0.0000,0.7585,-0.7585,-702849.16,-228.98,0,""
1194,BkDUYsJET8vcsV1TVqTWLbmqKeus5yYDUiaafijZiNB5,3,3,1.1574,1.9255,-0.7681,-1618309.36,1027.78,0,"fresh_wallet; gmgn; paper_hands"
1195,4RY7bD98WSgAH4h71ny1ugeLNHgsRUbERVdFF8L1hHc6,0,1,0.0000,0.7715,-0.7715,-1116601.04,31.46,0,""
1196,6meJ3FqrKzDubYKpQEpnRctHwQcpUiKgm6M4ceQBNUnr,0,1,0.0000,0.7730,-0.7730,-1730931.10,-216.80,0,""
1197,H6d8v5iBC1tsrnEjaMCBh1jF2esJfwm3tdvCHBdwCq1b,0,1,0.0000,0.7908,-0.7908,-620722.37,-112.18,0,""
1198,BPYQZp5eKfk6QWGR5couWRHjpH2dcRgCdDNWhbeBhB9a,5,2,0.4857,1.2778,-0.7922,-959803.06,489.30,0,""
1199,DVLuAcKeXKioLa29dHVrWXXZQWKJEkvr8SF8kY8o1Fuf,2,2,1.2774,2.0739,-0.7965,-1997303.63,50.54,0,"paper_hands"
1200,B9gxrAMFX2b8yzjts3eQ7gykd29FDTMK9LoJNWVZGRKg,0,1,0.0000,0.8224,-0.8224,-1010843.63,-572.93,0,""
1201,GbVAL7UMcuhmUJMpTp3XXBF8Zp75AqSCY8oVgocgfU8R,3,3,1.3025,2.1301,-0.8276,-1689966.65,568.85,0,"photon; diamond_hands"
1202,88MsJ7RBxmFdFk1cWNHM5LSaN2mqymvWDRkFWU5pd4rm,1,1,0.3399,1.1692,-0.8294,-521461.14,14.44,0,""
1203,6e8Ar7VjE3R9Ggis6gXeatB2XewwiQeJgSbpfoLW1hv6,1,2,0.0294,0.8589,-0.8295,-588088.64,-138.82,0,""
1204,hfDsHJD58GBooJ5nZBXjCpU7PiLAJR57F792xxpBJws,2,2,0.7334,1.5660,-0.8327,-1191310.47,-58.26,0,""
1205,HHMSuR8E3Udj7w7mGfc2b6nhUnL3aZMp6RW8GvdGo8rM,0,1,0.0000,0.8344,-0.8344,-1283346.72,-556.71,0,""
1206,54F7zqN5hBeMK1SGNVFBLbtWfYUTJ2Cr9pc6zm2RRFoo,0,1,0.0000,0.8588,-0.8588,-1912218.80,-112.28,0,"fresh_wallet"
1207,8gojdwcUYz1GpXNCLxhC5nkuwhB5N3brcZzLMS6XB7Xv,0,1,0.0000,0.8753,-0.8753,-1750000.00,183.80,36745.377194,""
1208,6fvPSCGvST4dk3qWKXYtukyJihkEix6pJBUUX9Rq5hqa,1,1,0.1091,0.9896,-0.8805,-1382025.67,-72.46,0,""
1209,J5bukJ1f9hmuYvCwsAmtwgW2o8GBkdiYGxvL6QsReb9s,0,2,0.0000,0.8910,-0.8910,-640399.52,-885.89,0,"gmgn"
1210,9vLPYwqm2cSmLggDyCAUh9P3o8RQeXM7Kzz42mS2Pxma,0,1,0.0000,0.8995,-0.8995,-1697469.44,-0.02,0,"paper_hands"
1211,HGjvvRoLatgcsAzuHEMEDeVq7s9riWFuD8ABkxB9SHXe,0,1,0.0000,0.9070,-0.9070,-1697469.44,-0.00,0,"paper_hands"
1212,E9S3kV12JNL1BGmQjWJADZeZn7ACeTRvRhAN7g3Qe62R,1,1,0.1254,1.0381,-0.9127,-1804494.13,129.31,0,""
1213,2RZRdLLbkEj4oaM4YdFPJ7ogjxgTYGYHd2pYv6gqSWGA,0,1,0.0000,0.9150,-0.9150,-1272862.13,-966.84,0,"fresh_wallet"
1214,DtvmxrTACskMG2W8a6KXgSemUfvyNVeQTgfpJoGvMVKx,28,28,14.3297,15.2480,-0.9182,448697.06,1833.57,2178.891341,""
1215,4oqLr7WAC6VeLWnhDkw8QA4HFbxsT8iAgNbCXmNJzexZ,0,2,0.0000,0.9196,-0.9196,-1452817.43,40.63,0,"bundler"
1216,GW9Bp67tkr2TX8N5z3wsPcfUo4gCp7zgJwMVjX1VVX3v,0,1,0.0000,0.9206,-0.9206,-1697469.44,-0.02,0,"paper_hands"
1217,DDmyRFdHJBnfpRYz3hfvNy7AuX2Cmwmpjk3ZNKXxGdbM,2,2,1.0302,1.9822,-0.9519,-719526.55,3256.72,0,"bundler"
1218,8kgMuPFwVEf319b4VF34GNxAjovot7V91wEACZSaoujZ,0,1,0.0000,0.9548,-0.9548,-743126.81,0.00,0,""
1219,56S8X6wjuQ9FYLit4em9uPesjSMqCc67swJSJdAupNJq,0,1,0.0000,0.9606,-0.9606,-1701243.32,-2.28,0,""
1220,5d9BABptkop1ekU2Yy1iJHqcjn61fu6sv6N6abBeYgW5,0,1,0.0000,0.9707,-0.9707,-1958644.99,-1051.12,0,""
1221,Fh1BCqt8dVMjF7pJiJuj2vsMtiqVVNS1j8PKcg8uxnse,1,2,1.6075,2.6050,-0.9975,-2388729.62,-2099.58,0,"top_holder; diamond_hands"
1222,HGja5r5UQEs3Gid1h4rYV4cjY4RADY3TeTx762becVkq,4,3,1.6664,2.6645,-0.9981,-1295452.99,-5.39,0,"axiom; bundler"
1223,4A58kaFwUrnZzWsesn2EwK99ZhvXjuuqACmKn9qisevg,0,1,0.0000,0.9982,-0.9982,-1814174.55,-326.95,0,""
1224,BVC9JWp5s1jbrt9dkAzDQxH4SWxXt7Q1cWGMgMFYK1iR,0,1,0.0000,1.0071,-1.0071,-1109520.16,-691.22,29.408782,""
1225,BFM8HwoXSkBq1Feekh7GwXmhy9bLGe77Dzq2xaHBjQGV,0,1,0.0000,1.0444,-1.0444,-1013367.83,-7.80,0,""
1226,H1ceFyj2UuKxr2rtrMbZBRqznJPRggSFRuzE2cX57Lph,7,2,0.0499,1.1044,-1.0545,-893581.29,-213.13,0,""
1227,BWHdzvQLY4zVexvwnDxNBPMnGVELjBd3Uq4SoivKUQ8Z,1,2,0.4330,1.4891,-1.0561,-954040.95,69.92,0,""
1228,t5kkAnVmNE4sSB2KtrsqGKAyNBVyrerK1J5yNkuXH8S,2,2,0.1441,1.2070,-1.0630,-2158624.84,26.62,0,""
1229,HJvFeXepWsdU7hhcbGm2GCH3D7YjrpwS6KWCsAAxHzt6,0,1,0.0000,1.0669,-1.0669,-2433093.09,-148.76,0,"fresh_wallet"
1230,BgHqvdejop9oDsYKczH3NbRasqTB6sgVLoURrHvp3BBd,0,1,0.0000,1.0817,-1.0817,-2489540.55,-160.71,0,""
1231,8RNwNgDUym9aB4kbaKdgDnnKKmQjnKwqHYHPGQUS9vND,0,1,0.0000,1.0891,-1.0891,-1393643.31,920.73,0,"trojan"
1232,DZwgxGwTzaqFV91dBnoTeJWbirA4MCjwVNJ5jFfCpsSC,0,4,0.0000,1.1006,-1.1006,-2058277.01,-319.27,0,""
1233,GhnZGdRWwGp5Ck216kqfqQ754eaafqSS6qMMnwcZw1ir,5,4,1.5231,2.7301,-1.2070,-1893657.64,2283.29,0,"paper_hands"
1234,FCcR39UR4XN2Mb3nhFQmgqazwL9X4syX3ZxRVm49G2K7,2,1,0.7937,2.0018,-1.2081,-3663117.98,-23.87,0,"bullx; axiom; padre"
1235,61xTewfFak1eCXZ53R6QieGNCMxgibfhdrqdYbkDi2Ky,1,1,0.1968,1.4110,-1.2142,-1836182.36,1855.95,0,"fresh_wallet"
1236,F9FgTs6VEvVkH42sDUTf45dn3AxSaJCYtHmLCg3veJGg,0,2,0.0000,1.2213,-1.2213,-2500000.00,-1486.49,37500000.004526,"top_holder"
1237,7pQm2mFayUz6rLXwGSXYddKqAn6Lmk72CDgW4T3R9T2e,4,3,1.2153,2.4835,-1.2682,-2165819.44,-17.73,0,"paper_hands"
1238,59vKr6rziw1e4RU256WMtFUd5k5f85hcGxnGLbybmCtv,1,1,0.2834,1.5640,-1.2806,-1238345.13,-146.56,0,""
1239,FJyFzGMFyJALfd7R9PANSZY7WjPbhV4p6HmsHcp5hPG1,7,6,3.1367,4.4268,-1.2901,-2298593.45,-441.21,0,"axiom"
1240,HAWK3BVnwptKRFYfVoVGhBc2TYxpyG9jmAbkHeW9tyKE,6,9,4.3377,5.6487,-1.3110,-4605527.59,0.00,0,""
1241,EgtsW6ejMc9bKevZ3oWQzsxif7Tn5ErETg8u1tJ6We6X,0,1,0.0000,1.3224,-1.3224,-1026165.80,-362.38,0.000001,""
1242,ALZVBPq5ZFmMUwSdxp8i2RKDBmb3K7Hzd699paNvDaW7,2,3,6.8511,8.1900,-1.3389,-1929748.62,-289.09,0,""
1243,HZ6MYCkudsxrhjQa7FZPEsNwS2LRDZkbABbt7ayL7QPX,3,5,0.7391,2.0947,-1.3556,-2129502.56,934.70,0,"gmgn; top_holder"
1244,DiBiwF5kwvhFc5EGkXE6Pje3XoqMmWjvE9MVtXjZhfft,4,2,2.4397,3.8027,-1.3630,-1868613.46,-592.02,0,"bundler"
1245,AdibXCFLKV9k4EBFqMBEXC1M9dA6HTRP8So7GZ5TVe6E,4,10,0.5362,1.9376,-1.4014,-2765117.30,-108.42,38.407956,""
1246,3LGXoogX4817PPuRecyfmtLwht86nn8PPMUMDXtvPu3h,1,2,1.3203,2.7283,-1.4080,-1374331.03,-30.29,0,""
